band,bucket,size,dominant_portal,dominant_portal_count
36,404f5a87e43b6d7b,1,P004,1
37,2bc229fea4cf6a88,1,P004,1
38,ccbda061465848f6,1,P004,1
39,4421742b22f7b38f,1,P004,1
40,a8640c06d9f5bd6b,1,P004,1
41,5639dd2fb6addcd2,1,P004,1
42,cf168eb1d45c24c4,1,P004,1
43,ceceea210668d3b0,1,P004,1
44,7124f5ece78a7731,1,P004,1
45,d4b36dc5675d8e0d,1,P004,1
46,ab8b2da4a34614a6,1,P004,1
47,1e7fcb6511a8ea8a,1,P004,1
0,3d4107389ee0af4f,1,P156,1
1,a41c1cdef825596f,1,P156,1
2,e86ea0ff9089f146,1,P156,1
3,16248d8433e97dfd,1,P156,1
4,a43ecc784f434632,1,P156,1
5,08eee33af7a78e6c,2,P156,1
6,227d6fc3a2714529,1,P156,1
7,29c05cd752d31484,1,P156,1
8,4572e4dca641d655,2,P156,1
9,84256db23e2b089d,1,P156,1
10,39b9c81dd2cce8b0,1,P156,1
11,78397429e4a99a57,1,P156,1
12,9b0a6ea32e6ca7d8,1,P156,1
13,e11e39f0493be051,1,P156,1
14,25c23468c8926cad,1,P156,1
15,86e49114c6a35a2a,1,P156,1
16,5cca2123c1be2874,2,P156,1
17,489765a87b472c1e,1,P156,1
18,f5eb72019c0cb648,1,P156,1
19,62d0bb872aa4cf45,1,P156,1
20,53158ed9246eae72,2,P156,1
21,700fe3638a3078c0,1,P156,1
22,df36faae91582b72,1,P156,1
23,85f09910024de2f5,1,P156,1
24,c3b595b68fd9c88f,1,P156,1
25,8b207b358650c675,1,P156,1
26,745f7dc53d9f82c1,1,P156,1
27,f2ac45ffca26979d,1,P156,1
28,c9906b7a581bbb8d,1,P156,1
29,be3295651c9c5ae7,2,P156,1
30,268250fa8fe27de4,1,P156,1
31,a007d5215572564c,1,P156,1
32,feca1a718daae1ef,1,P156,1
33,65ea26d5d20d7019,1,P156,1
34,ecabad3fe92300f9,1,P156,1
35,331a2fa1ac548589,1,P156,1
36,bc77aa95c0e6d8bb,1,P156,1
37,275b4f7b45dbb8aa,1,P156,1
38,75b6aab1539f6158,1,P156,1
39,9e422e8bf0ba7101,1,P156,1
40,cc468c9bcbfec9c5,1,P156,1
41,0b9ff77909b7a2b6,1,P156,1
42,e4933feac61a1e7d,1,P156,1
43,45dd97bbb03074ac,1,P156,1
44,7fb850b9b452b82f,1,P156,1
45,3e2e626030ba7df1,1,P156,1
46,91547d3ccc0202a5,1,P156,1
47,c1048d0a7302d697,1,P156,1
0,b20c25f6b53eb465,2,P094,1
1,8b9ade1881033325,2,P094,1
2,80e0df548570832e,1,P094,1
3,5163e18a60ffeabe,2,P094,1
4,68870873b4655c1f,2,P094,1
5,3a109fe29a814f67,2,P094,1
6,41c83277f14bfde6,3,P094,1
7,71c5081611a615a4,2,P094,1
8,feecfffaf836e825,1,P094,1
9,2b73a69a305208a5,2,P094,1
10,7a6e6fa657cab4be,3,P094,1
11,b0b7a67bd58c3781,2,P094,1
12,810ad7723add0f77,2,P094,1
13,57a8f6fa5cf8e63d,2,P094,1
14,37120191bbecbe7b,3,P094,1
15,a94dd9821cb48844,3,P094,1
16,7719ee0f024ebb03,2,P094,1
17,344d09a4903f976f,2,P094,1
18,49ae728dfc9e6e65,2,P094,1
19,664090946af456d8,2,P094,1
20,b20a7aaf0d47a5d9,3,P094,1
21,0c8273475a4c7721,3,P094,1
22,b367de2c51287496,1,P094,1
23,990fe0ab06107a91,2,P094,1
24,5be17c5ce61ac2b5,3,P094,1
25,cbacdbeed7791784,2,P094,1
26,39dd2c73c7bc7a88,2,P094,1
27,4e389fc86f1a6025,2,P094,1
28,e3a9ff6f7b93da15,3,P094,1
29,9e64772a2652a0ec,1,P094,1
30,34d2bb7e8a033b04,1,P094,1
31,fbf34ce1e97f23e3,2,P094,1
32,d02c6cc2f941148d,3,P094,1
33,2edd5a2dd32f3138,1,P094,1
34,e0881231c62bffba,2,P094,1
35,6a9133b8676e0bb5,3,P094,1
36,b24e01419fcc7620,2,P094,1
37,7a77930d9a82d0b4,3,P094,1
38,b8883f894ed9044b,2,P094,1
39,c1f2018d57adac2a,1,P094,1
40,b973755aae002ba3,2,P094,1
41,c68d388ff70b64e0,3,P094,1
42,b814af139758dddc,3,P094,1
43,4b86d9f4b34e515e,3,P094,1
44,b0ffff2a5d5ef759,2,P094,1
45,54a05937b8e211d3,2,P094,1
46,b49cb293dac9d755,1,P094,1
47,8ac8d339809c22b0,1,P094,1
0,a99f9ac717c61840,1,P094,1
1,893d2b0479179cd2,1,P094,1
2,936a6313edcc0b86,1,P094,1
3,8be721a878f59a3b,1,P094,1
4,8ac4994cfe23fee6,1,P094,1
5,461aeea2e70b6ff7,1,P094,1
6,8f7618832ab8a26f,1,P094,1
7,fd0ff6b9a1a93482,1,P094,1
8,14e249fb7d344ed5,1,P094,1
9,10014e0ecfd946de,1,P094,1
10,3fbc5493dbed645f,1,P094,1
11,424237d1ae81859f,1,P094,1
12,1dfef4d6bf4a1c39,1,P094,1
13,002b91ddd1528f89,1,P094,1
14,6a6ac11b7f6bcc42,1,P094,1
15,6c83e72b389a01fe,1,P094,1
16,7069a388fa5827cf,1,P094,1
17,d4eb65bc03986ff8,1,P094,1
18,b8efa3bbebcec5f7,1,P094,1
19,557b147570f72ea6,1,P094,1
20,07da4bf2ce68157a,1,P094,1
21,1c09cb3bfe6e7244,1,P094,1
22,88fcd953d63ecda4,1,P094,1
23,1d190da9573d757d,1,P094,1
24,3b532691cf18c43a,1,P094,1
25,f4efc62bed305c4f,1,P094,1
26,b145c366d1e8083d,1,P094,1
27,c88e01c1b1b74274,1,P094,1
28,6b6c0f83fe36964c,1,P094,1
29,c885b73f76c15a3c,1,P094,1
30,e330d1fe0b43095f,1,P094,1
31,a60a4ddfe1608a05,1,P094,1
32,8f28f55fe50538ec,1,P094,1
33,0b248e69475a1b30,1,P094,1
34,2d44d946421ed959,1,P094,1
35,6e28bde943d5fba2,1,P094,1
36,650bee0ee608f2e5,1,P094,1
37,6ce2bf1f2294e438,1,P094,1
38,9a403c415ce76f16,1,P094,1
39,7321beef9f620897,1,P094,1
40,7561d8f014b13611,1,P094,1
41,0471582beb1700ba,1,P094,1
42,78aaff61cdbea4d3,1,P094,1
43,9d8db6e9488c3436,1,P094,1
44,0698cf8153a913bd,1,P094,1
45,b70c9e6895d99403,1,P094,1
46,fa30dc809651df98,1,P094,1
47,8c326945c4ef2e16,1,P094,1
0,7dfc6d8c074fbf9d,1,P005,1
1,f0bfb2db56c90416,16,P005,8
2,7e93f6e1b327acbb,1,P005,1
3,9fbac54393ecff59,1,P005,1
4,2918284d1e48efa6,1,P005,1
5,78f6afeb20c78523,1,P005,1
6,222b10140d0b1cfb,1,P005,1
7,22dec57ab6dda009,1,P005,1
8,58c1e801d5fb2552,2,P005,1
9,0c4369ebd595fa14,1,P005,1
10,13bc91e554ef359d,1,P005,1
12,d72351afa7e91dce,1,P005,1
13,9d88c3e6a7dcdde7,1,P005,1
14,23ab66eb768044df,1,P005,1
15,e3afc4ad48d78b24,1,P005,1
16,1495bfff9171bab3,1,P005,1
17,db00698b0ea9c137,1,P005,1
18,b639ca0574846c52,1,P005,1
19,da8815dd203de1ee,9,P002,5
20,1cab7e0dd5567459,1,P005,1
21,ef805046f744e796,8,P005,5
22,537a98df4ef63999,1,P005,1
23,f736ddbb58765d09,1,P005,1
24,758a3da808de6569,1,P005,1
25,65d9956bcaad0dcb,1,P005,1
27,35c1faa77ccf8145,1,P005,1
28,e8fb38fbc527e6dc,1,P005,1
29,eb735f87dd069520,1,P005,1
30,1268003deccd2cd5,1,P005,1
31,c936943ca3eeedd5,1,P005,1
32,43e0870d3bd5de43,1,P005,1
35,22b5e08ffad4c184,1,P005,1
36,7fcef8d05daa8ceb,1,P005,1
37,8a9aa028b5c0224a,1,P005,1
38,ff51c94fe113bfc3,1,P005,1
39,5f1db8594eee3482,1,P005,1
40,116ea852700c4484,1,P005,1
41,431ff758020dc264,1,P005,1
42,4233c62111f90ddf,1,P005,1
43,9418006a74e80ac8,1,P005,1
44,270e74b7e5cf18d6,1,P005,1
45,1c1960cfe8ac92c7,1,P005,1
46,e5c0c48713c6a1ef,1,P005,1
47,cc076e442f32ac69,1,P005,1
0,9ce6bb59dbef13ab,1,P006,1
1,d074af7f6c0be540,1,P006,1
2,5c1bc92398c19625,1,P006,1
3,7cccd3c8d0ada229,1,P006,1
4,3eb34228236006db,1,P006,1
5,58d2010074e1c505,1,P006,1
6,14cd4dd681ac26f5,1,P006,1
7,28284c35ffa57cc8,1,P006,1
8,f86fd0306d835d96,1,P006,1
9,3d66fa1db634c3b7,1,P006,1
10,2234680357bd8229,1,P006,1
11,f2df728e3d6ad7b1,1,P006,1
12,2bcedb8504a433db,1,P006,1
13,b47bd8431dd01a3b,1,P006,1
14,05e45bc8f1d2f687,1,P006,1
15,a36666d86e7eb2bc,1,P006,1
16,674eeb927f415567,1,P006,1
17,84f791657c17c416,1,P006,1
18,41105a8542a4da05,1,P006,1
19,1f8cdb869737638f,1,P006,1
20,70f53e361ecd149d,1,P006,1
21,3adfa8c96076e10f,1,P006,1
22,f513bdef781d3b09,1,P006,1
23,b9a624b41ed9b7be,1,P006,1
24,8eeda12619e4271e,1,P006,1
25,59a2f51a36e15225,1,P006,1
26,5021d92086838e67,1,P006,1
27,3168c26e34cbddfe,1,P006,1
28,b2181287123980d5,1,P006,1
29,ff7efdb3876b1a85,1,P006,1
30,765d17a49d8ce428,1,P006,1
31,455c74cb7be3431c,1,P006,1
33,6fa989038b47212b,1,P006,1
34,24d3071c38e1f93b,1,P006,1
35,6aaa297b181e1c16,1,P006,1
36,40ac7910c9ab4c1a,1,P006,1
37,b84e84ce4d0992af,1,P006,1
38,661825017b512f40,1,P006,1
39,0d78f92cf24c772f,1,P006,1
40,ef4b0081437af878,1,P006,1
41,3d7aa1ca9e99c51b,1,P006,1
42,92ad7943ab05b534,1,P006,1
43,d127b8523e891faa,1,P006,1
44,4950283b3ea033b3,4,P006,3
45,bd038522bdb258f1,1,P006,1
46,3302b593e136a359,1,P006,1
47,763fe46714fbfec3,1,P006,1
0,0cf5d8c819e97c71,1,P073,1
1,866598ce598b539b,1,P073,1
2,83b05ce715d7af2b,5,P073,1
3,5f93f45e21488a67,5,P073,1
4,e611e215eeaeb279,1,P073,1
5,342c011a6826b498,5,P073,1
6,33b5f67ed53c9f1a,4,P073,1
7,a1f493df896e6d9e,5,P073,1
8,c57ac920b32db623,5,P073,1
9,30ef43788a06143e,5,P073,1
10,69b816188efa1e03,4,P073,1
11,85b7a5f98354bd39,1,P073,1
12,5e65afd97a7bcdea,1,P073,1
13,ba29ac255ceba4a7,5,P073,1
14,8957601564293411,3,P073,1
15,56be61638f397b7d,4,P073,1
16,69d81aae92134d72,1,P073,1
17,398cb6209799524f,1,P073,1
18,8cd399a0ea327ee4,5,P073,1
19,dea97a7641e0112b,4,P073,1
20,e09eb04c3a66898c,5,P073,1
21,489af49b53b78927,5,P073,1
22,027712c3e0b1451a,4,P073,1
23,861fe36750feb25c,5,P073,1
24,b264671f56ab8bf9,1,P073,1
25,10f110296135b570,1,P073,1
26,95bc3bf03d15e696,1,P073,1
27,83dbea58772ed564,1,P073,1
28,64ef825cded88b0c,5,P073,1
29,8591ec855a4ff762,1,P073,1
30,d3d984e52cdf3a8b,4,P073,1
31,438901c789e940e7,1,P073,1
32,a54ec3477e8adc1e,2,P073,1
33,38a4d643dad312af,5,P073,1
34,08db10e624d6f216,5,P073,1
35,a3d99a4a353d1dda,2,P073,1
36,8d0e44777be9047f,1,P073,1
37,d4d9c4a00fae3ed3,2,P073,1
38,f45ee31d03037ccf,5,P073,1
39,28bffc4c94ead8be,4,P073,1
40,234334a28fa28fee,1,P073,1
41,0e2e8f7bebcefd45,1,P073,1
42,88a445e399dd948a,5,P073,1
43,9d87ef0fdc51dffd,5,P073,1
44,748c440f7c0b6677,3,P073,1
45,da534e9bbb642adc,1,P073,1
46,4e3efa8f5531d746,5,P073,1
47,98cac8be762d12e8,1,P073,1
0,d6685a32d53488b9,1,P006,1
1,7dc364894adbd8c3,1,P006,1
2,ca27f8cb79dee7e3,1,P006,1
3,544055f240ba9a47,1,P006,1
4,b05a2d54697fff5b,1,P006,1
5,1acceb44b5c25737,2,P006,1
6,c4337f6b4e67a361,1,P006,1
7,ae840c49c3c05d3a,1,P006,1
8,220e0b034a210a9a,1,P006,1
9,66c2373c0df424dc,1,P006,1
10,34837c625d82459a,1,P006,1
11,6f14baf78094040e,1,P006,1
12,d4a8ceffd081c6d2,1,P006,1
13,6bfcb3f770194c62,1,P006,1
14,49605e7a33590117,1,P006,1
15,4a9598f6cb37eeab,1,P006,1
16,1651e865fcee0f6e,2,P006,1
17,fe0511d528050799,1,P006,1
18,519ea7ec2d758579,1,P006,1
19,b93f0bd508823f96,1,P006,1
20,78cd1eebf2c4fcd6,1,P006,1
21,d1a2c5b082f76e01,1,P006,1
22,225b99c606add882,1,P006,1
23,e0ba367aa7f9402e,1,P006,1
24,872256b45e66c23b,1,P006,1
25,570acbfff5029244,1,P006,1
26,ba91cfc5e2fe77e7,1,P006,1
27,c978d628b7fb71a3,1,P006,1
28,5dcff2fb97b99f37,1,P006,1
29,e7c4d5e32cc65de3,2,P006,1
31,1e9cd3cf581b09d2,1,P006,1
32,c32a6571245115ba,1,P006,1
33,d633776517ea4fa0,1,P006,1
34,17402fb463264ffa,1,P006,1
35,962aa5f7dd52a004,1,P006,1
36,143c5aa6b2a8c49f,1,P006,1
37,a548f3a5fcfab856,1,P006,1
38,17c00334c7746985,1,P006,1
39,a29e1f101389a4aa,1,P006,1
40,149e42405678876f,1,P006,1
41,94422f4ac70da1f4,1,P006,1
42,07c4defd7af5507e,1,P006,1
43,b86cc41d21044749,3,P006,1
44,a03ada73e0bac705,5,P006,3
45,a92152f298308089,1,P006,1
46,af91640c81d035e6,1,P006,1
47,2782888593e64b94,1,P006,1
0,b2657c96cd1f9c5c,1,P001,1
1,b001e21e262d7b02,3,P001,1
2,fcf7f6da8011268c,1,P001,1
3,ecaf77f585a79999,1,P001,1
4,376fa79f3f9870e1,2,P001,1
5,d67ae9568f930ccd,2,P001,1
6,491f695d577e978f,3,P001,1
7,04a8f6f0591eaa8f,3,P001,1
8,bdd9fde7ee030349,2,P001,1
9,37382000806416b4,1,P001,1
10,eeb4343eb50d8c96,2,P001,1
13,b25a6d44934634c8,3,P001,1
14,d5078d86f8567b58,2,P001,1
15,e4fa37b4314fc0bd,3,P001,1
16,2f2b04962cf9e583,2,P001,1
17,5de4c0558b92f05f,3,P001,1
18,7e4b173b8b497be2,3,P001,1
19,7ded42afd228d7fa,2,P001,1
21,36f2040bb937e180,2,P001,1
22,bab7b1f80ab35f49,3,P001,1
23,1ebf7f542c725b8e,1,P001,1
24,3a8437bd0ff538d5,1,P001,1
25,57564297c1330ef5,2,P001,1
26,4b31c32698075112,3,P001,1
27,e57d4e297934e3e7,2,P001,1
28,db64cde9bdc9c7e6,1,P001,1
29,701938478a7db9d2,2,P001,1
30,b0ad9091e3f279b9,3,P001,1
31,0da1c30dbe7b9a5d,2,P001,1
32,32ab785944194b8c,2,P001,1
33,211cf4d9d6b5d934,3,P001,1
34,dc08c3799d4b6cd4,2,P001,1
35,6d4a2c75ea5250b8,3,P001,1
36,594d998dd12b0348,3,P001,1
37,3d46992db7e89ea4,2,P001,1
38,216db0dd3b90fc86,3,P001,1
39,8ac16fcd8142eaac,2,P001,1
40,d516f205bef9e68d,1,P001,1
41,57f328b689c0b1fe,2,P001,1
42,820ef648d1e50b7e,2,P001,1
44,2601d3f43fb0a588,2,P001,1
45,5348b48c4270688d,2,P001,1
46,6c5cf78a0b5d06c7,1,P001,1
47,d679965ab585b303,1,P001,1
0,89cbe29a715f6515,5,P038,1
1,2f861fe0f5498ca0,3,P038,1
2,fab4e632f30d48ec,5,P038,1
3,2584624a22747bc2,3,P038,1
4,25b8db93f1f9c0e5,3,P038,1
5,547d6faae48b6af8,4,P038,1
6,8493c2b92d4523f8,2,P038,1
7,675ef97dc9081001,4,P038,1
8,f8afd2831c231230,5,P038,1
9,bb16dd8133a57f26,5,P038,1
10,bb1a601ee8f72b6f,5,P038,1
11,b3518bfdf2ebc28f,5,P038,1
12,46b1c4b9decaf04c,2,P038,1
13,f41744e2066cea15,5,P038,1
14,ade3102355f49935,5,P038,1
15,c3b6a666675503d2,4,P038,1
16,bb1c7fb8b2ebe1b4,4,P038,1
17,3f4fae51ade04346,1,P038,1
18,dc0fa9d51b8952c9,4,P038,1
19,346bba742be1d2b0,4,P038,1
20,5f304d55fad4c252,4,P038,1
21,c69eb030b2b97a7b,5,P038,1
22,2798a65ded5f18da,6,P038,1
23,187cda0f297635c0,4,P038,1
24,7c99fd58ea36b119,5,P038,1
25,f8e26473ccdaa554,4,P038,1
26,7a74840b35c4c748,1,P038,1
27,9f3204dbfefa2ae7,3,P038,1
28,41995dff31d8dc80,5,P038,1
29,48ebb130fd8e94f4,1,P038,1
30,c07ce24604343289,5,P038,1
31,7ed9945e17772ad6,3,P038,1
32,1c39319bbbfc82c6,5,P038,1
33,fa8a34b8cfcbbba7,5,P038,1
34,4ae553bcf24661b8,5,P038,1
35,b66db9c78a031161,5,P038,1
36,82630255ddeffa97,5,P038,1
37,cff81c1628033df6,5,P038,1
38,c34fbadcc97fd909,5,P038,1
39,9baa23085bb831de,5,P038,1
40,f46fc98d61925460,5,P038,1
41,1138898cd169b19f,5,P038,1
42,4e6d9ed12cfb8183,5,P038,1
43,c36f8d2c0a9d88cd,4,P038,1
44,b2f518ead886773b,4,P038,1
45,9b80fba27831b380,1,P038,1
46,d7a0581412de99cb,5,P038,1
47,c4ecb63cbf93b2ea,5,P038,1
0,22171993c05b629d,1,P240,1
1,2dfc9f44e1b83809,1,P240,1
2,2ba22dfd65fda245,2,P240,1
3,876d25b37bc91de6,3,P240,1
4,37230675248e4cbe,1,P240,1
5,91698adadb6e07c3,3,P240,1
6,c276ca6a501021b4,2,P240,1
7,ea70bdcdbb758b6b,3,P240,1
8,bcaeef978fe4fbd9,2,P240,1
9,1c19407b1de6c308,2,P240,1
10,cf2e0b9f5b8d9453,4,P240,1
11,0580663589eb18e8,1,P240,1
12,22f35573fce04871,1,P240,1
13,a33c922a0992be3a,1,P240,1
14,405307194a113864,1,P240,1
15,eec6d22971cb9f2d,3,P240,1
16,e8453616abe08da9,2,P240,1
17,482c6fa958ec4592,1,P240,1
18,07aee391bcd070f3,2,P240,1
19,7f647ff6995398d5,3,P240,1
20,ffbce91781c59fd5,1,P240,1
21,a6c3d124fa2d86de,2,P240,1
22,c6936ec9b23cb8cb,2,P240,1
23,d42416d133b73012,2,P240,1
24,f2a257fb93287819,1,P240,1
25,08c6cfab31b5d769,1,P240,1
26,3535da411646327c,1,P240,1
27,0d3e18024d79c6c0,1,P240,1
28,6702da2110413a61,3,P240,1
29,cb06f16e551b279d,1,P240,1
30,094340e068b060f5,3,P240,1
31,783767fc5c047b48,1,P240,1
32,ef8d74e90c3a99b2,1,P240,1
33,fd9f13148163e206,1,P240,1
34,42202b45cbd1ae97,1,P240,1
35,1685ab7b4e1704c3,3,P240,1
36,1b220b89b5de7f07,1,P240,1
37,540cd5bb7347e82e,3,P240,1
38,b00ad67eaa05482d,2,P240,1
39,baa0dc78a1084c41,2,P240,1
40,d511c5bd91c7ef0f,1,P240,1
41,0ae30a21d8104b10,2,P240,1
42,5e20b32026ee12a0,2,P240,1
43,66951fead37751a5,2,P240,1
44,17f154a21e153612,2,P240,1
45,ae38a7b600a25820,1,P240,1
46,d802cfbad5d33e77,3,P240,1
47,694fbde15ac0cf10,1,P240,1
0,94d320af656cf071,1,P006,1
1,6bdce0423e93c51b,1,P006,1
2,2e8cb7cb27ca60c2,1,P006,1
3,f7f2f5df3a5f99f6,1,P006,1
4,9e29d2e407513761,1,P006,1
5,d40da51ffec56514,1,P006,1
6,0fa06389c03668fb,1,P006,1
7,154a6ea43dde6830,1,P006,1
8,d8a117e9e6a27898,2,P006,1
9,ce915177d0ea929f,1,P006,1
10,10321ebf39e49f06,1,P006,1
11,66b4bb7227857f67,1,P006,1
12,84ca38efd1fdd591,2,P006,1
13,a7ab3966fc66f478,1,P006,1
14,434e1dc6e600dcc3,1,P006,1
15,af7cd05ab7d15964,1,P006,1
16,7e6119d7539dcab5,1,P006,1
17,dc24f84ab4234e3f,1,P006,1
18,e6251c3498e6a5e7,1,P006,1
19,08be3ea23ad41d3b,1,P006,1
20,b2e4e39a5aeceecc,1,P006,1
21,4f13b5fa1fcbdb48,5,P006,1
22,0583322e61d0ff08,1,P006,1
23,1bf59b7f80ad9386,1,P006,1
24,14570572ae83c8f4,1,P006,1
25,abf4926e8b981c29,1,P006,1
26,615b1e4720b31ff2,2,P006,1
27,af7d3b2a4f8906ca,1,P006,1
28,5684a24917731b88,1,P006,1
29,5dc045a2554e98a1,1,P006,1
30,81a636a211c1414c,1,P006,1
31,0edfdba52869b527,1,P006,1
32,cb30e4ffd75eeb3a,1,P006,1
33,526961cb40274e4a,1,P006,1
34,e5644819db4af837,1,P006,1
35,3ae558b3f468e612,1,P006,1
36,367945c9148622bb,1,P006,1
37,10acffb744fdc849,1,P006,1
38,e80668ef60d08132,1,P006,1
39,a1b55e75345965d5,1,P006,1
40,eba492b412618ecf,1,P006,1
41,ba6e30843a41d115,1,P006,1
42,67c7c3abedb2e653,3,P006,2
43,eec4c15f99507df8,2,P006,1
44,2c94631b375de25c,1,P006,1
45,8485476b86226d02,1,P006,1
46,5868acd037ddd707,1,P006,1
47,2e518e307e9dbee3,1,P006,1
0,5f1f502ed017913a,1,P005,1
1,ef33cf46f82186a1,1,P005,1
2,53a60199546c449f,1,P005,1
3,cf7f3128fd323a79,1,P005,1
4,c6264bf7e5a86c46,1,P005,1
5,32252ed1146ae0a8,1,P005,1
6,2d3dfa80b1537204,1,P005,1
7,4d6963c5d993f06b,1,P005,1
8,757b245798ee7118,1,P005,1
9,b16306bd3f8ffe22,1,P005,1
10,d1ef8787e2a4b4b5,1,P005,1
11,833453c75e80bd18,1,P005,1
12,ef9fee3b6ea34a29,1,P005,1
13,5f8668d3ca321fb5,1,P005,1
14,4b86779485235d75,1,P005,1
15,cdf39196c66cd9da,1,P005,1
16,315f2038dfe1f84c,1,P005,1
17,b20cdf847f46f9e5,2,P005,1
18,926277c2f4febaf5,1,P005,1
19,1cb9022058b450d8,1,P005,1
20,c37c7b72c40c999f,1,P005,1
21,a1968d8c815276f3,1,P005,1
22,1a6c2b1f44b5e392,1,P005,1
23,8445657a9d371580,1,P005,1
24,d203bc01b17d119e,1,P005,1
25,5c8022d960e53947,1,P005,1
26,e30c7f2a78b0b9dc,1,P005,1
27,0dbc75b92cfa1554,1,P005,1
28,ecb10870299b9615,1,P005,1
29,6e88b17f82bf1b1f,1,P005,1
30,b417c489469c883f,1,P005,1
31,98b3199a5e9738d9,1,P005,1
32,d7979aa2bb592e2a,1,P005,1
33,9f51de1e7553978a,1,P005,1
34,d1c15404214e6e4b,5,P005,2
35,e8882a6ce1e8e065,1,P005,1
36,1bda709946bcf485,1,P005,1
37,1176e28bb8f34921,1,P005,1
38,0dedb096621112a3,1,P005,1
39,bbc937851bff7d98,1,P005,1
40,b612f06092052247,1,P005,1
41,32d36f731e8228c1,1,P005,1
42,8a58a7515ce556d6,1,P005,1
43,372aa1c9dfe7ed24,1,P005,1
44,3a3e6417b660450d,1,P005,1
45,ce502131e9eb5a4e,1,P005,1
46,04ab1982c2ad57b4,1,P005,1
47,6d20d5fc70b8d127,1,P005,1
0,bdd63c88e5d3a989,1,P189,1
1,ac59036d4ebb27e0,1,P189,1
2,a6a8537e5d2580d4,2,P189,1
3,f62a021308bef063,1,P189,1
4,93f95c169919ab83,2,P189,1
5,79a1432922a1a836,2,P189,1
6,d6766ef5f84225ea,2,P189,1
7,c9ee0dd65d29bc67,1,P189,1
8,4c57fe536da90750,1,P189,1
9,91da21de10ecc6cd,1,P189,1
10,d8eda478702773f7,2,P189,1
11,427448d6d6f882c5,1,P189,1
12,ba1c95caac9924c9,2,P189,1
13,764ddb2427da7011,1,P189,1
14,01e0623dc1094c33,2,P189,1
15,d9a496e9fddcd1e8,2,P189,1
16,b810478554bc30dd,2,P189,1
17,3d4aa59e32b822a1,1,P189,1
18,5099097b9371d422,2,P189,1
19,4ee51bc8da50f525,1,P189,1
20,e4b1a2178f310a27,2,P189,1
21,746d35ae4536ff63,1,P189,1
22,d57e390402984143,1,P189,1
23,a8c960f526a80159,1,P189,1
24,9aa8ed6b5bb457c7,2,P189,1
25,1b5250fbcb7ffd1d,2,P189,1
26,e0e4561344c415d4,1,P189,1
27,408d87f3f5900fa8,1,P189,1
28,254fa18548b3ce96,2,P189,1
29,192aa0b8886005de,1,P189,1
30,b53eb2f150d78af4,2,P189,1
31,e7f79eaaeb7e3adf,1,P189,1
32,3dc1211701c91de6,1,P189,1
33,2fa75897392440ec,1,P189,1
34,1d9422b5ccf4e9e0,1,P189,1
35,c6c78fe278b0b305,1,P189,1
36,934665a9b6372649,1,P189,1
37,752b7b968f42085c,1,P189,1
38,804959451c35fcd2,1,P189,1
39,31925bc93ad6e777,2,P189,1
40,b60cc729aa1ba981,1,P189,1
41,2122249277b3cc52,1,P189,1
42,723e073f1c1bf252,1,P189,1
43,25a528e42ff59393,1,P189,1
44,101eb8b255a074a2,2,P189,1
45,53ded162e88b5bd6,2,P189,1
46,c4bff09e93e9c04c,2,P189,1
47,022dec34cb03f056,2,P189,1
0,2f55e47fb1e1cb99,1,P020,1
1,5650ec3b52681489,2,P020,1
2,1442aafe7d6c1154,2,P020,1
3,ca63aa1a7e8b4be9,2,P020,1
4,2960fbd6a8e9b7a7,2,P020,1
5,6b3d907d261f04b8,1,P020,1
6,153cc0883b5c6b9e,2,P020,1
7,9870018ec7fe57d6,2,P020,1
8,68c82611e2935d55,1,P020,1
9,c21afe31cadaa033,1,P020,1
10,d3fd80fcb819a93c,2,P020,1
11,0d31e2ca5c6b668a,2,P020,1
12,0f7b17c59561934a,2,P020,1
13,743a3c816cbffe4f,1,P020,1
14,b59f9c95384135f3,1,P020,1
15,7cbe1bc113b6293d,1,P020,1
16,a1d65c12c34bbdfe,1,P020,1
17,62a50e2c41e1d08e,2,P020,1
18,9176d6f58bf977da,1,P020,1
19,c31892a0f95eaee3,1,P020,1
20,315dc8a5a507fe1d,1,P020,1
21,a7c97a60983b8cb8,2,P020,1
22,c430792b15fe9d53,2,P020,1
23,4dab5bfd2d841984,2,P020,1
24,f50014de4bbb1746,2,P020,1
25,ecfaeccec604ca72,1,P020,1
26,e9b731e5b6fb85c4,2,P020,1
27,51f386f684b185a4,1,P020,1
28,7bc7ef17b4455f26,2,P020,1
29,05f5df09e9a6a718,1,P020,1
30,84d7cb8fad89116e,1,P020,1
31,31ab367bf9e5a1e8,1,P020,1
32,9eb4beb61c5ae4f5,2,P020,1
33,c9b5a189b698b17e,1,P020,1
34,a9ad5b2612055400,1,P020,1
35,b408e06d858740db,2,P020,1
36,c00aaefd091f914c,2,P020,1
37,a4add271989b1870,2,P020,1
38,67b6e2b7dd145acb,2,P020,1
39,e4d5c1e2d523ad12,2,P020,1
40,a60a762bb750c577,1,P020,1
41,339a5190dc93532b,1,P020,1
42,43ad84bc20f645d6,2,P020,1
43,204747d431503da9,2,P020,1
44,255aaff9118f3119,2,P020,1
45,a497bb62a84b41f6,1,P020,1
46,140b704f9e685f82,2,P020,1
47,0b14ffd531d3a99d,2,P020,1
0,ed531777c4b110cb,2,P094,1
1,72c3fe98a6897315,3,P094,1
2,27c8344cea502f6d,3,P094,1
3,b11a6b3aa3292801,2,P094,1
4,30bbae175d93b2bc,1,P094,1
