band,bucket,size,dominant_portal,dominant_portal_count
15,bc0210a03d364d63,1,P232,1
16,40dba96e7fc0e633,1,P232,1
17,f8694826fc5138e0,1,P232,1
18,0c922d151188f326,1,P232,1
19,391eb3b9d701eb3a,1,P232,1
20,2d363d5cbe110a30,1,P232,1
21,589c64933ff7cd8c,1,P232,1
22,3d5935bba1b1f9a5,1,P232,1
23,b4352216da1fa5b6,1,P232,1
24,77d79f448e92fde7,1,P232,1
25,061cddc336ed58c7,1,P232,1
26,dde03a63bc085d9b,1,P232,1
27,2b12c92990c28540,1,P232,1
28,f66113eda17bc90a,1,P232,1
29,1b30082b74c9099a,1,P232,1
30,1e4dc4cd3c8f74fa,1,P232,1
31,e230040b3920bc67,1,P232,1
32,b08e6963d140fcc2,1,P232,1
33,44b41c863b201011,1,P232,1
34,e9d0eb98f5088adc,1,P232,1
35,28e495fd81466570,1,P232,1
36,0a6b01200c59f079,1,P232,1
37,88a3d5974349c1a9,1,P232,1
38,f0fc1fe222b8428e,1,P232,1
39,ce3fefdbeb5a6464,1,P232,1
40,44da6bb2eb08f656,1,P232,1
41,4ad697ff1fbecca2,1,P232,1
42,b6bd597e0bac6aa5,1,P232,1
43,1fc11f0db9efee59,1,P232,1
44,67ad5fccf6867d51,1,P232,1
45,0ed28e5e32148c1a,1,P232,1
46,b50b632c19a9fc27,1,P232,1
47,e3a733a715d7cebb,1,P232,1
0,959ab0e0a3cfb6f7,1,P005,1
1,66f4b5ffe1d8a30e,1,P005,1
2,c981b486f88524d3,1,P005,1
3,e8b2c23f09714e0d,1,P005,1
4,37d4b1ebe1f69012,1,P005,1
5,34294c913083647f,1,P005,1
6,62fdff29b420238e,1,P005,1
7,eae59fd722b8eb1d,1,P005,1
8,0bf41a7c333c842b,1,P005,1
9,05eccb6a39d4bb17,1,P005,1
10,5bf68e9ceefd109d,1,P005,1
11,074daeb3b12cc99d,1,P005,1
12,23c7b1e4dc8fcc55,1,P005,1
13,7dfc46ce16f27817,1,P005,1
14,705c31f689eeea11,1,P005,1
15,fa0ccef927ab44e6,1,P005,1
16,235364bc3555e56b,1,P005,1
17,f6e4b25962dfcc74,1,P005,1
18,286719d7100e211a,1,P005,1
19,40700cb7aca72630,1,P005,1
20,72908a995b7cc23d,1,P005,1
22,a0b7fc94070cd656,1,P005,1
23,73bb2699626adca0,1,P005,1
24,cb0753429f8d46f8,1,P005,1
25,c7ab94d358358eba,1,P005,1
26,9e28f4e0b605f614,1,P005,1
27,a908e7e337653f3e,1,P005,1
28,c345791f6cae0b33,1,P005,1
29,0810f81b2a7d5dad,1,P005,1
30,b6978644f66b011c,1,P005,1
31,8d5c2ffc2e639aff,1,P005,1
32,5be17e2ec83582e0,1,P005,1
33,fa609ae6d213eb7c,1,P005,1
34,382e4481096306bc,1,P005,1
35,5d79776831699197,1,P005,1
36,82da52f38f3b1de3,1,P005,1
37,681788037f815b84,1,P005,1
38,0df82bf819dc7d2a,1,P005,1
39,bfff00309257de5c,1,P005,1
40,c32e766a4ef934f7,1,P005,1
41,c897ee5c48bcb2ef,1,P005,1
42,61751c6e7421dd9a,1,P005,1
44,89040eed9f7c8aac,1,P005,1
45,511e4be30f5c1bcc,1,P005,1
46,1c318531b3d3efe0,1,P005,1
47,71e2dd136fc59e37,1,P005,1
0,9aa347b5fea9d8e4,1,P223,1
1,38f01dbf4f0a5e8d,1,P223,1
2,1ff70fdc86a7bcc0,1,P223,1
3,489ec21f5cd6ec98,1,P223,1
4,049c619789a21e55,1,P223,1
5,da874d51fafa6192,1,P223,1
6,19fdab7f11659518,1,P223,1
7,25a73e5156736cc9,1,P223,1
8,c8c14b2884cf6239,1,P223,1
9,b39598ec2e5b5bac,1,P223,1
10,86178b2a35369b44,1,P223,1
11,d5a6f80c6d3e8c85,1,P223,1
12,99affa7c0ec4d750,1,P223,1
13,25e93b2e606a0c1c,1,P223,1
14,76d3b52ca01cc0b0,1,P223,1
15,d4e081d67163fbef,1,P223,1
16,a47401e5072c69f6,1,P223,1
17,bcc4e5cb2578f393,1,P223,1
18,f117fd466fb963fe,1,P223,1
19,da82cf5c85a19239,1,P223,1
20,b79389478123a801,1,P223,1
21,e664f055e9f72234,1,P223,1
22,b48e63f4888dcae7,1,P223,1
23,f1f3bbefe24f3ece,1,P223,1
24,6c69aa62d2375369,1,P223,1
25,368e5cfe18c84197,1,P223,1
26,4b49daaeb15f26da,1,P223,1
27,19541f1a5c37f179,1,P223,1
28,0b4f1bb7a3260db1,1,P223,1
29,bc6040d5704d5b74,1,P223,1
30,1a3a898cfaa42cf5,1,P223,1
31,609b9048a0c63a51,2,P223,1
32,7fd5b7a0c6b63243,1,P223,1
33,2d25425762f4f66b,1,P223,1
34,085fbe1bb0c94a4f,1,P223,1
35,9bbb2170a3d32b3e,1,P223,1
36,30cbc6f61e32b4f7,1,P223,1
37,885f3e7a209a50a8,1,P223,1
38,0b78eeed4b180b45,1,P223,1
39,0dcc128503a0e604,1,P223,1
40,1c4a9be960772d5e,1,P223,1
41,afb4340f8172dfb3,1,P223,1
42,946e716efd8c3efa,1,P223,1
43,f2642753e94e6cfe,1,P223,1
44,7cd7b26e3497cca3,1,P223,1
45,132b2ce951dfb17d,1,P223,1
46,15bc1de255e606eb,1,P223,1
47,ac2c7aacee959d1b,1,P223,1
0,4964725d42905549,1,P005,1
1,454302222a42e63d,2,P005,1
2,d3f32050ae96e82e,2,P005,1
3,95a9fabb4cd71118,2,P005,1
5,b4fdcb117026513b,2,P005,1
6,0f5a149a35a1ec2e,1,P005,1
7,8ca0d0543e928452,2,P005,1
8,f2b5f92989009526,2,P005,1
9,4729fc0791c366fb,2,P005,1
10,649b73d52ea4c7b0,2,P005,1
11,86ea3194c27cfa86,2,P005,1
12,7fd3d12ba6d1f3c6,2,P005,1
13,59115128c637bbd0,2,P005,1
14,684f34b480423a5e,2,P005,1
15,2f42bd78da6cd22f,2,P005,1
16,166b0bd519dee0a3,2,P005,1
17,0700935685872aa5,2,P005,1
18,4a972f07708d98a3,2,P005,1
19,3eefb1f8e63a8e4a,2,P005,1
21,0da48125765a959f,2,P005,1
22,7fff1792bf73c038,2,P005,1
23,e00b17215ab769d8,2,P005,1
24,b0458f33bcfa2f30,2,P005,1
25,d16fd70bc309a06f,2,P005,1
26,cf5c1a0cb5c7f4c0,2,P005,1
27,dcbbf1c9868de59a,2,P005,1
28,35edb30af7eb9097,2,P005,1
29,aeb1aa4c05bde7df,2,P005,1
30,bcd703e376242a96,1,P005,1
31,2aeabc5d8dc6da2f,1,P005,1
32,82cd339cb471890a,2,P005,1
33,59fde9aa7e83d6ae,2,P005,1
34,8e8d79656b534c3a,1,P005,1
35,86c57ec645d3ffe2,2,P005,1
36,3fff0e2f4aa47981,2,P005,1
37,c007d0d5c0ff543b,2,P005,1
38,3d1e24b491bfeaca,2,P005,1
39,72d2ddfe75356000,2,P005,1
40,ac8c2f1d7ebd6cb8,2,P005,1
41,325191b9e4db099e,2,P005,1
42,b0d5776839e35144,2,P005,1
43,ff54326f67a16b1d,2,P005,1
44,2f526308a3d9422b,2,P005,1
45,96a270cb15350fcc,2,P005,1
46,b067366668e20fde,2,P005,1
47,7e8b4ee0d3ce6720,2,P005,1
0,9b66a5aba1566dba,1,P005,1
1,0c0152ef6131db56,1,P005,1
2,d6e0ef7d3d48f87e,1,P005,1
3,c336241634606cd2,1,P005,1
4,0a94cff88c38f383,1,P005,1
5,bd8468f20e9f4b8e,1,P005,1
6,0196c1777bf950aa,1,P005,1
7,eb520a1c3adabcc2,1,P005,1
8,e219091deb2c448b,1,P005,1
9,91fd45f228a0c73b,1,P005,1
10,f7f0ba31f0d97d62,1,P005,1
11,c4426a325fd0820a,1,P005,1
12,fae95f0aa7cc3f2c,1,P005,1
13,581e329f1cc3c43c,1,P005,1
15,6f93f7949ea018ee,1,P005,1
16,f22a7c1effd7cae5,1,P005,1
17,2e90812fef1016aa,1,P005,1
18,0fa567179d78a238,1,P005,1
19,9c840b10ef8d282a,1,P005,1
22,f24802df6dd2d559,1,P005,1
23,940f6b40abe2ba9c,1,P005,1
25,5451374ec082aaed,1,P005,1
26,6defa7aa50b225ae,1,P005,1
27,acfe1284f73603d7,1,P005,1
28,76f200c06fd16356,1,P005,1
29,69b73a0ea887dc96,1,P005,1
30,01911b9d2e215014,1,P005,1
31,d7a47a933db848a3,1,P005,1
32,4b4093be84035b4c,1,P005,1
33,f7213301a233452c,2,P005,1
34,a9e5e3b0d9a4a4d8,1,P005,1
35,21933ef3fcac89cd,1,P005,1
36,04090f91bdf5821f,1,P005,1
37,a1baa68f36cbdd2e,1,P005,1
38,198c62af26d925eb,1,P005,1
39,f88e81574f80a669,1,P005,1
40,646cb87d833810f2,7,P001,4
42,71a945604cabc89a,1,P005,1
44,a767c894a2524ac0,1,P005,1
45,2b9e8103560e347f,1,P005,1
46,6df069d5f50ab139,1,P005,1
47,51a7d3e851d29e54,1,P005,1
0,6562eeab6c51a78d,1,P004,1
1,752ab061d62f6c8b,1,P004,1
2,a677c26b095cf3cf,1,P004,1
3,9b29b54a777ad2da,1,P004,1
4,4f9f1fad491ed197,1,P004,1
5,b4d05cb2c2288dce,1,P004,1
6,41bfad768190e1dc,1,P004,1
7,1bffb510f05e620d,1,P004,1
8,65e5da4e227c47a6,1,P004,1
9,11cb98cb956f0289,1,P004,1
10,ff8830a5f1f0be03,1,P004,1
11,0270f059313d7f92,1,P004,1
12,4be9676659c0b407,1,P004,1
13,b75714bc03c3b909,1,P004,1
14,21c0325b36398b19,1,P004,1
15,9babb29a66ebc33e,1,P004,1
16,214b8d9e0f523198,1,P004,1
17,b1bc02dc2b7497f2,1,P004,1
18,b130e488de5f4f26,1,P004,1
19,a30d306f971ce98a,1,P004,1
20,2f17fa59506b814d,1,P004,1
21,73f35b3a308145c1,1,P004,1
22,bf643d1bad847497,1,P004,1
23,46a07f60c79c8e18,1,P004,1
24,8da03fbb62d493a7,1,P004,1
25,4439bec64487cba4,1,P004,1
26,0c2d4f2417a52423,1,P004,1
27,61ab7c5ad22b20be,1,P004,1
29,502df55407c18ed9,1,P004,1
30,d09d1b698e62895f,1,P004,1
31,09d7bec25b4113a6,1,P004,1
32,519c53ac0de69aaa,1,P004,1
33,9255da3a02dcf8f0,1,P004,1
34,af5264d5a95520fd,1,P004,1
35,51b75794970ac4fc,1,P004,1
36,05a38c325359d48a,1,P004,1
37,7efd0ef7565e4ea5,1,P004,1
38,0765ee263c827758,1,P004,1
39,d4806531c3c16672,1,P004,1
40,50fbe5a323de873e,1,P004,1
41,940eee7016c49a37,1,P004,1
42,cec074f78d22ce93,1,P004,1
43,b18a61a32549341f,1,P004,1
44,5d16f240f11d1bf5,1,P004,1
45,dfd07b1b3c7a873e,1,P004,1
46,ca7f5e1af3e31a77,1,P004,1
47,ce3b97911044c53b,1,P004,1
0,4a654cd5897a2870,1,P162,1
1,5907faa4805e8fb0,1,P162,1
2,df47e6e82aae6799,1,P162,1
3,26ff4b30fa591be5,1,P162,1
4,15178596683ba431,1,P162,1
5,46d87d5803c26e3c,1,P162,1
6,c62c964f8dd1a3f2,1,P162,1
7,1863a9eb46058536,1,P162,1
8,fd16889cb22e4622,1,P162,1
9,de252b6d23ac9fc6,1,P162,1
10,1558572005b82a87,1,P162,1
11,ff405f53ed365ded,1,P162,1
12,16ce77c40d1eb70a,1,P162,1
13,f24df83ba1db0e9f,1,P162,1
14,53c460c501b57b24,1,P162,1
15,47541a7745dd4557,1,P162,1
16,3dc536f3289a373d,1,P162,1
17,3b8a7ddbd41e81a8,1,P162,1
18,a558dadef81b8b6c,1,P162,1
19,e3a33f3e294be6f0,1,P162,1
20,e952e498dc56e65a,1,P162,1
21,a326a8a5981e138d,1,P162,1
22,568147049132298d,1,P162,1
23,46acbcacd5e3122f,1,P162,1
24,e5d0aeca342a4257,1,P162,1
25,5a9bac8e6a7b7800,1,P162,1
26,389aa8420832a566,1,P162,1
27,72fe9efac342e872,1,P162,1
28,3319313e39933d9b,1,P162,1
29,aceee3893f8a3c2d,1,P162,1
30,6a637d67ca901597,1,P162,1
31,d9e9449cfcb87249,1,P162,1
32,ff76e14aa26b74e9,1,P162,1
33,e703d38a87f17090,1,P162,1
34,0803b130dcf38f48,1,P162,1
35,92e23105e32cb734,1,P162,1
36,7211795a58f2d247,1,P162,1
37,83ffaebe82da3cc8,1,P162,1
38,139333fdbf11a5a2,1,P162,1
39,b84a0599a69c8f2a,1,P162,1
40,287fade5dcdf49c7,1,P162,1
41,2517f7fe1d8186c7,1,P162,1
42,ff1ac3d12cb4f8d3,1,P162,1
43,9b6195d10a56ca28,1,P162,1
44,3ffe254af6082133,1,P162,1
45,3198aecd8f5e63a3,1,P162,1
46,4403ec85a5cf459d,1,P162,1
47,811e3d68d8b8f270,1,P162,1
1,7785668d894b8a96,1,P217,1
9,bf7328f2a07843b8,1,P217,1
21,75c979029f6d8fc3,2,P217,1
22,da10ee1bffb2d286,1,P217,1
23,b0b50a076a591e7c,1,P217,1
36,5736bd009c9703b2,1,P217,1
47,4cc3907a732f84ad,1,P217,1
0,1bfc99ccfc3ded73,1,P094,1
1,90c96c99013c20de,1,P094,1
2,c77efcad6280cb91,1,P094,1
3,364dc9454a6b1583,1,P094,1
4,3798d33821bad1d1,1,P094,1
5,c4425ec06f9b8284,1,P094,1
6,fb5c3a0afe3091ff,1,P094,1
7,abe4e5c453bd8a8f,1,P094,1
8,d040c0fbe9720fa8,1,P094,1
9,2f4d0b14125b76d5,1,P094,1
10,0e13cd5206ba9cee,1,P094,1
11,b9125a9802e875f0,1,P094,1
12,47f5d39440de2221,1,P094,1
13,7b5a1f398cb81149,1,P094,1
14,d05e5fcffb93008b,1,P094,1
15,83d962d3003f7794,1,P094,1
16,810e7b3c46d76d0c,1,P094,1
17,49d1d725cf14cf6a,1,P094,1
18,3415b5286a5bb0a1,1,P094,1
19,e65a363581527fb7,1,P094,1
20,6b4aa5ade5029a5d,1,P094,1
21,48eacbad0fc50b1a,1,P094,1
22,e14911b077b177b4,1,P094,1
23,5d137fb241dea870,1,P094,1
24,c4525251f1ce970e,1,P094,1
25,80aeb242deee05b1,1,P094,1
26,5e932c3be3cb458e,1,P094,1
27,6138bc9cfd51f23e,1,P094,1
28,c1ec897b49e5da17,1,P094,1
29,951db549e0f7eaaa,1,P094,1
30,80f09f993d0ba0d0,1,P094,1
31,9d4c7ce8a486f046,1,P094,1
32,4cbb58935ebafbfd,1,P094,1
33,0672f47a23e30b6e,1,P094,1
34,a731c5f52b14d935,1,P094,1
35,d78c88eeeaafa420,1,P094,1
36,073aaadc7e56c2ff,1,P094,1
37,8a2985e97e5d425e,1,P094,1
38,3f942dac082d51ed,1,P094,1
39,9987076ed0e6484b,1,P094,1
40,a2afefa5284ea650,1,P094,1
41,0aa40af94a5d7e00,1,P094,1
42,350659052a897408,1,P094,1
43,63f52335d072e9d8,1,P094,1
44,21dd88b31483b3da,1,P094,1
45,0ebfaf42898547e4,1,P094,1
46,ff6616e8d768b705,1,P094,1
47,2c690a158b561bd1,1,P094,1
0,4f5094943847c5df,1,P249,1
1,b129f9300b98f752,1,P249,1
2,859c9f22a6687929,1,P249,1
3,d63dffa939df9f2e,1,P249,1
4,cda4634a42e3d3eb,1,P249,1
5,699f017e175a17f1,1,P249,1
6,bc8197d237419c84,1,P249,1
7,51c9d7669347180d,1,P249,1
8,1ae84f66b2a0278f,1,P249,1
9,4267a9e317b3e0ed,1,P249,1
10,8bde070ee4cff947,1,P249,1
11,41b3e585964d55ff,1,P249,1
12,1303f2254044026a,1,P249,1
13,3f9911142875940f,1,P249,1
14,26f5ce706ae23d3d,1,P249,1
15,3941ddda37c5b05d,1,P249,1
16,d692dce5260c9703,1,P249,1
17,fa8bfd83dd7e9bb5,1,P249,1
18,cb4841859217abf7,1,P249,1
19,07438c32cd340ca3,1,P249,1
20,3c1cb383f3612384,1,P249,1
21,f35e060f790c80a6,1,P249,1
22,2fe01fc40a4f7cb3,1,P249,1
23,1d9d984bf5d49186,1,P249,1
24,e3919a19cb3361e4,1,P249,1
25,2c984a2cf53b6fd2,1,P249,1
26,272eb0e5fedd1ca7,1,P249,1
27,fa5d05336a0a3505,1,P249,1
28,cc25ff3571d2f67b,1,P249,1
29,53b0877a4d881b64,1,P249,1
30,e01d49664120cb9a,1,P249,1
31,862ac9d757a5e919,1,P249,1
32,2553f8c5eb932de2,1,P249,1
33,dd7d61067aaaed28,1,P249,1
34,3ec3dbbc5faeb0b7,1,P249,1
35,216fcf51a6fc2307,1,P249,1
36,9c9fcdacb8d519bb,1,P249,1
37,68e106edeb4fc3e3,1,P249,1
38,5a60c055da644885,1,P249,1
39,2f7b562f221cbe4f,1,P249,1
40,2a0c263932b4f198,1,P249,1
41,369ae26affcd0924,1,P249,1
42,f2ae6633c97e934d,1,P249,1
43,a84d351b1e30b039,1,P249,1
44,6ebca78140e461e1,1,P249,1
45,fd428024135997fa,1,P249,1
46,4e20abf421fdf3a5,1,P249,1
47,d809b039bcb47435,1,P249,1
0,70d167e958d11576,1,P081,1
1,42612e8a94a0d41a,1,P081,1
2,b6400ce20f3893d2,1,P081,1
3,a4779c417e90ea66,1,P081,1
4,c3d01ab937544854,1,P081,1
5,5639a6c2b55fb74a,1,P081,1
6,44f93affa55b24e2,1,P081,1
7,7794d9cab664b28f,1,P081,1
8,bc1b33380c0d1ac2,1,P081,1
9,d75faa42e9992887,1,P081,1
10,076075dd4d349656,1,P081,1
11,408043c97093c324,1,P081,1
12,8c7980191c7e31f4,1,P081,1
13,4e284cde78179ae1,1,P081,1
14,1cdf4a50dae5df46,1,P081,1
15,5818e67c2360e257,1,P081,1
16,082aeb205b4bea1a,1,P081,1
17,757d83fb58b0088c,1,P081,1
18,98c76002106b40c8,1,P081,1
19,c8c06af8fcd78a1c,1,P081,1
20,f3ce24f4a6d2552f,1,P081,1
21,e5da362711d4e8f4,1,P081,1
22,c687d044a4701992,1,P081,1
23,bbd8c91175bd926c,1,P081,1
24,d127ff84d7e01951,1,P081,1
25,63261ff394ecc446,1,P081,1
26,e4400a51893175f4,1,P081,1
27,4117579a8b92e740,1,P081,1
28,7f294d7a90a305ca,1,P081,1
29,34e8ddbc42cebb2e,1,P081,1
30,b94c0877fd080333,1,P081,1
31,84b971b409980c0c,1,P081,1
32,6477a72c1c187057,1,P081,1
33,e1c75bc807580864,1,P081,1
34,17b8443c1a5bffae,1,P081,1
35,a173a66b0cac510c,1,P081,1
36,90040314908dec51,1,P081,1
37,162da4d5c3c843ac,1,P081,1
38,a744d89dc826ecc9,1,P081,1
39,15b81770c0b038b9,1,P081,1
40,92cc8b3b6c0d4f43,1,P081,1
41,c07b4541d1695902,1,P081,1
42,a0f23f18d657d54e,1,P081,1
43,6f5158afb5f4e149,1,P081,1
44,b0812c53f73da488,1,P081,1
45,e970de0c15310f99,1,P081,1
46,0f5015ff4540c9cf,1,P081,1
47,3af1e72a261b1111,1,P081,1
0,2c7fa29263c8fbcb,1,P006,1
1,bdd85def5de02ebd,1,P006,1
2,ee5a8075372c43c5,1,P006,1
3,614e8088d08fb101,1,P006,1
4,aba42e961ef84e60,1,P006,1
5,860071f284e397d6,1,P006,1
6,55add604fe6bf44a,1,P006,1
7,561c180cdb866b84,1,P006,1
8,f4806573a68bc340,1,P006,1
9,342e5e3629b4f904,1,P006,1
10,ddfade871cda0d67,1,P006,1
11,1469e3a585912ace,1,P006,1
12,deb1afa408200605,1,P006,1
13,f63cd378047773a6,1,P006,1
14,b3497f5dc9bf1049,1,P006,1
16,d2fa74e784e09a2e,1,P006,1
17,3e1cab06c2b50744,1,P006,1
18,067322d1ee106f80,1,P006,1
19,b4753cc6a835534d,1,P006,1
20,520ea48f1b9cb5fe,1,P006,1
21,0ef897ddda2b447b,3,P003,2
22,3bbb030f9e07931d,1,P006,1
23,bb4765502f52c837,1,P006,1
24,1145ac271cdb439e,1,P006,1
26,d1c0855f662661d9,1,P006,1
27,0c8b8f52ce63335f,1,P006,1
28,7c5d4f7777fde103,1,P006,1
29,d817c6e850814bd0,1,P006,1
30,8f65e0e77872b3be,1,P006,1
31,130342dcec94b110,1,P006,1
32,53c2b053f94e374c,2,P006,1
33,bc262ea8a5fb2cb8,1,P006,1
34,f3d313c3aa94409e,1,P006,1
35,c65ab6183c123df2,1,P006,1
36,0a9033a9979f9f55,1,P006,1
37,82842f7187168bf3,1,P006,1
38,e142c3abc5f0f68b,1,P006,1
39,507f1e4ee40a3955,1,P006,1
40,628518bdace0bc2f,1,P006,1
41,bed7c8910bf098cc,1,P006,1
42,5c3535c558f4c648,1,P006,1
43,13290afe1bb264ed,1,P006,1
44,eee41a3838411d9d,1,P006,1
45,9864a3bf20cdbedd,1,P006,1
46,cf8e7311ad9dc652,1,P006,1
47,26ca555b0c620606,1,P006,1
0,d2d0096dac4ffd23,1,P003,1
1,0dfca5486de85c67,1,P003,1
2,119c8fa902001881,1,P003,1
4,a2fc16da902c613d,1,P003,1
5,ea330d328e848e88,1,P003,1
6,d5618330195fc787,1,P003,1
7,99d2f109324da958,1,P003,1
8,ccd2326e9a787d37,1,P003,1
9,2cf8025bef7f2431,1,P003,1
10,95592cd62b2c3cc3,1,P003,1
11,43dac9ce3df8e210,1,P003,1
12,c9ac395543acbc7c,1,P003,1
13,72742a43ec8a95ee,1,P003,1
14,35c26443413b6d89,1,P003,1
15,544576cc7d4ce5e2,1,P003,1
16,bdcf95b2227edd37,1,P003,1
17,f027df0d70a85214,1,P003,1
18,635f65030f53aecd,1,P003,1
19,4f12fe69f66d549f,1,P003,1
20,c27c85bca6ba787a,1,P003,1
21,60daddc3380730bd,1,P003,1
22,d2b6a3abcb6f9638,1,P003,1
23,b1c34abc071544f6,1,P003,1
24,a22be228391eaebe,1,P003,1
25,0e992a04f131f0cf,1,P003,1
26,78fcb47511aa4aa1,1,P003,1
27,e0082ae990af9b32,1,P003,1
28,870bd3f2493c7a69,1,P003,1
29,8e9954407285dae6,1,P003,1
30,991302a9695428b9,1,P003,1
31,2ee6ef623f0df073,1,P003,1
33,52ef57866d785045,1,P003,1
34,075d779850b6f942,1,P003,1
35,01e1d2484af2cc28,1,P003,1
36,3665243205273d06,1,P003,1
37,8f9a7f14f20d0a08,1,P003,1
38,4ebed13872f24ecc,1,P003,1
39,56aac97cfa40185e,1,P003,1
40,0354f1688ab5cb33,1,P003,1
41,2b9049e4a8b1f202,1,P003,1
42,41275ad6788dceaf,1,P003,1
43,f999b966daa465f1,1,P003,1
44,c45dcd7e3a3336d5,1,P003,1
45,6e7256afaa61a345,1,P003,1
46,491c57d56908e1b7,1,P003,1
47,d028441b2e10e4e7,1,P003,1
1,26cc07edb392c3e9,3,P214,1
2,5200c906c811f4ee,1,P214,1
3,2ee554889818445f,3,P214,1
4,9773867b2f0b4571,3,P214,1
6,f7c2eae062e125bf,3,P214,1
7,a95964144b763dac,3,P214,1
8,a5eef0a599f44a33,3,P214,1
9,46a2e452070ebdfa,3,P214,1
10,d441e4b06d6fa9f6,3,P214,1
11,d552f66d1fe33040,3,P214,1
12,09ab27b9785662af,3,P214,1
13,576d42e664adc8b5,2,P214,1
14,5e5d3d66ccc78657,3,P214,1
15,9a809426d39d4311,3,P214,1
16,c5adabc80b90804e,3,P214,1
17,d673eabd65999cbd,3,P214,1
19,ba33d734d1794d31,3,P214,1
20,583ad05a21684591,2,P214,1
21,192a00f98e3d286b,1,P214,1
23,6eb47513a2866763,1,P214,1
24,bf04913b0697fcbb,3,P214,1
25,bb3e34da02429dd3,2,P214,1
26,c73877a63ff205b7,1,P214,1
27,9ad2b38bb0176a47,1,P214,1
28,9b42aaa08fa1a3ca,3,P214,1
29,6d5c884cb1c82f5e,2,P214,1
30,81ba7d47081d93ad,3,P214,1
31,8d8a94b025c6d9d1,3,P214,1
32,ab71b9bc029cc528,3,P214,1
33,4cbe6917afad47f7,1,P214,1
34,7033792f9aa6432a,3,P214,1
35,92b9b8e46828dd87,1,P214,1
36,44aef934e46b8486,3,P214,1
37,be4b6e85e5fa6121,3,P214,1
38,3465e47c99b2401f,3,P214,1
39,1fec8665e8485a7f,3,P214,1
40,cd6af6825b797fac,3,P214,1
41,e8ac026f130484c1,3,P214,1
42,cbbd1048e3b87c92,3,P214,1
43,22411067c4544965,3,P214,1
44,6cb4e1da1171cdd3,3,P214,1
45,2a148a7fc6009dde,3,P214,1
46,3eb5c3285df9c7d0,3,P214,1
47,032713e6c0aed03c,1,P214,1
2,c73e5d20f4d6a1ae,2,P053,1
21,dc1215fde31f87e4,2,P053,1
23,a9337115571627e7,2,P053,1
25,7be19f3af95318fd,1,P053,1
27,cd9dba7b9e3dbf5a,1,P053,1
33,0e8189b129ea641b,2,P053,1
35,7a55d87c6f373a7c,1,P053,1
47,a0a45a6273821c34,2,P053,1
1,34a5e65cbbec3339,1,P094,1
4,dac4fde6c95e6d04,1,P094,1
9,6c51d021c89815fe,1,P094,1
16,c6ba5f7b99e56934,1,P094,1
20,77e16aff70e3e157,1,P094,1
25,f6b8812d15e90f13,1,P094,1
26,61697500a8ba59fb,1,P094,1
27,7c6b4728ab379ca6,1,P094,1
39,43419f1f52e0bd75,1,P094,1
40,76cf186e3d3fe939,1,P094,1
41,2ba3b630700bcf2e,1,P094,1
47,e20c78ef9ecedeaf,1,P094,1
1,39baaef399c4ce3a,1,P204,1
3,95181c90f5eb1cb3,1,P204,1
6,fc691511682d9191,1,P204,1
8,7d7e43f63ac3dbb4,1,P204,1
10,bc44f5d113ab02c6,1,P204,1
12,89adbb5e5160e9d8,1,P204,1
15,a61ec054c7d0ee01,1,P204,1
16,50ab0ad9b4c15e77,1,P204,1
17,491cd305e1341f97,1,P204,1
18,1c55f2b7d0b3ea94,1,P204,1
20,9db1ca83daf80452,1,P204,1
25,3bdcdc6ba47b08da,1,P204,1
27,14813479310a5cfa,1,P204,1
28,8e1b0b1ea2372498,1,P204,1
31,93c999e40fbb5461,1,P204,1
32,685c3194a5243ce2,1,P204,1
35,e7bb9fe1fe89a40a,1,P204,1
38,fca5e356695e3d2c,1,P204,1
40,8ddae48f156870f5,1,P204,1
41,c3339c97b4b360bb,1,P204,1
42,7840d0139110669c,1,P204,1
43,c9b8356bbf27105a,1,P204,1
44,8e5888f96c764850,1,P204,1
45,b546d40952eabb40,1,P204,1
0,4b7be45f1547bf99,1,P002,1
1,f06e8119aa9faad0,1,P002,1
2,c359b2f4676cd0c2,1,P002,1
4,08c1b602451fb87e,1,P002,1
5,367097fb4b08515e,1,P002,1
6,f5f61fa9b0a4203b,1,P002,1
7,216bb7db87cf9357,1,P002,1
8,30aca6bf5741c007,1,P002,1
9,624409edcabf800a,1,P002,1
10,63fd4de63a2a822d,1,P002,1
11,9213b19778736115,1,P002,1
12,d1408fd0c02957fb,1,P002,1
13,df70c1358dc73da5,1,P002,1
14,df2941af42ec85f6,1,P002,1
15,017830c3f1726d5e,1,P002,1
16,72007a2c07310bfd,1,P002,1
17,34e10b1e5f9f68f4,1,P002,1
18,8f99bc38dc26e7e6,1,P002,1
19,803cc49a49f753de,1,P002,1
20,3324f7ab91057e5f,1,P002,1
21,6141746351f02331,1,P002,1
22,66cb087c5ece75bc,1,P002,1
23,8fe134785c8f8b75,1,P002,1
25,bcdda96cad953e33,1,P002,1
26,93f97ac5f3a19f22,1,P002,1
27,64f8806157b47883,1,P002,1
28,3c6c682d4b69e3a6,1,P002,1
30,272064a1d72581b6,1,P002,1
31,f4959cf3b0385561,1,P002,1
32,96a42a44a41a82fa,1,P002,1
33,0f9a1e20e0315def,1,P002,1
34,28d13407a538e06c,1,P002,1
35,9adeccbe30fcb310,1,P002,1
36,401bf985c971026c,1,P002,1
37,2157e6f1928a2581,1,P002,1
38,bc6b8f7ec09ccff1,1,P002,1
